100	0.000031
600	0.004940
1100	0.002905
1600	0.006119
2100	0.009899
2600	0.015526
3100	0.023138
3600	0.029040
4100	0.039889
4600	0.046112
5100	0.051307
5600	0.052921
6100	0.062823
6600	0.072622
7100	0.083901
7600	0.097936
8100	0.110496
8600	0.124601
9100	0.141233
9600	0.158448
10100	0.177672
10600	0.198830
11100	0.222384
11600	0.249820
12100	0.313152
12600	0.310051
13100	0.332819
13600	0.364240
14100	0.399893
14600	0.450085
